ts_code,industry_name,trade_date,stage,action,radar_score,trend_score,startup_score,breadth_score,finance_score,overheat_score,weakening_score,ret_20,ret_60,ret_120,rs_20,rs_60,rs_120,rank_improve_20,amount_share,amount_share_ratio,pe,pb,pe_temp,pb_temp,member_count,breadth_coverage,above_20_ratio,above_60_ratio,above_120_ratio,new_high_60_ratio,positive_ret_20_ratio,positive_ret_60_ratio,median_member_ret_20,median_member_ret_60,leader_gap_60,financial_member_count,financial_coverage,sales_positive_ratio,profit_positive_ratio,profit_improve_ratio,cashflow_positive_ratio,median_q_sales_yoy,median_q_netprofit_yoy,status_note,breadth_note,finance_note,confirm_note,refute_note
801223.SI,通信服务,2026-05-21,高位拥挤,持有但不追,60.77488830464637,75.72043010752688,66.47106227106228,41.641025641025635,50.51282051282051,79.43780935313194,7.620967741935485,0.011848062204356857,0.02160848105209645,0.048913638238587076,-0.003180366674848667,0.007988018004881914,-0.05296155821632209,0.30645161290322587,0.010970075157380806,1.0061605745007403,30.41,2.01,0.8544973544973545,0.8981481481481481,43,0.9069767441860465,0.3333333333333333,0.5384615384615384,0.5384615384615384,0.0,0.48717948717948717,0.358974358974359,0.0,-0.05991735537190079,0.3290051193485489,43,0.9069767441860465,0.5384615384615384,0.4358974358974359,0.6666666666666666,0.358974358974359,1.0305,-16.7946,60日相对排名改善快；短期热度偏高；短线弱于中期趋势,龙头领先过大,利润同比改善扩散,盘面排名抬升,龙头独舞风险；短期热度高
801722.SI,装修装饰Ⅱ,2026-05-21,高位拥挤,持有但不追,58.705516441379,73.48655913978494,62.92459153749478,47.27272727272728,46.52173913043479,86.99575439494795,6.491935483870966,0.020307443878704756,0.019809531052607188,0.02821584364243601,0.005279014999499232,0.0061890680053926506,-0.07365935281247316,0.14516129032258074,0.0017395496541838156,1.3823484521379104,85.6,2.95,0.9537037037037037,0.9841269841269841,27,0.8148148148148148,0.36363636363636365,0.5909090909090909,0.6363636363636364,0.0,0.45454545454545453,0.5,-0.007384489597545674,-0.007278489083860529,0.33162274767677546,27,0.8518518518518519,0.391304347826087,0.5652173913043478,0.6086956521739131,0.21739130434782608,-10.3537,9.8941,成交关注度升温；短期热度偏高,龙头领先过大,利润同比改善扩散；现金流质量待验,宽度开始跟；利润覆盖改善,龙头独舞风险；短期热度高
801972.SI,环保设备Ⅱ,2026-05-21,高位拥挤,持有但不追,63.4081046253627,93.90322580645162,55.82304147465438,51.857142857142854,43.785714285714285,90.30073391363715,4.798387096774193,0.038184816904101915,0.19887657507211176,0.3440523590452418,0.02315638802489639,0.18525611202489722,0.24217716259033262,-0.024193548387096753,0.0031199200824636518,1.253711522391691,48.1,2.82,0.9484126984126984,0.9854497354497355,29,0.9655172413793104,0.4642857142857143,0.6071428571428571,0.6428571428571429,0.03571428571428571,0.5714285714285714,0.5357142857142857,0.014129057967920633,0.015330216522557172,0.7752027603045374,29,0.9655172413793104,0.5,0.42857142857142855,0.5357142857142857,0.25,0.71855,-13.99765,成交关注度升温；20/60/120日趋势同向；短期热度偏高,龙头领先过大,现金流质量待验,宽度开始跟,龙头独舞风险；财务景气偏弱；短期热度高
801036.SI,塑料,2026-05-21,高位拥挤,持有但不追,65.63646134928393,92.99999999999999,59.2453288646837,48.41558441558442,56.31168831168831,87.40269243898277,3.669354838709678,0.05680151882322071,0.12661849491028976,0.309054755855944,0.041773089944015185,0.11299803186307522,0.20717955940103483,0.08064516129032251,0.009962827847888241,1.088049346521723,67.55,3.66,0.9828042328042328,0.9867724867724867,81,0.9506172839506173,0.4155844155844156,0.6103896103896104,0.5324675324675324,0.025974025974025976,0.5714285714285714,0.4935064935064935,0.020790020790020902,0.0013373884720161988,0.5087417192598562,81,0.9506172839506173,0.6623376623376623,0.45454545454545453,0.6103896103896104,0.5454545454545454,8.6223,-5.6088,20/60/120日趋势同向；短期热度偏高,龙头领先过大,利润同比改善扩散,宽度开始跟,龙头独舞风险；短期热度高
801072.SI,通用设备,2026-05-21,高位拥挤,持有但不追,65.52445525873054,91.61290322580645,61.650664911125745,44.75102040816327,52.54244482173175,81.1473374295955,3.3870967741935494,0.07023471818257976,0.06212389380530969,0.3233242166456509,0.055206289303374234,0.048503430758095156,0.22144902019074175,0.15322580645161288,0.03651323685591523,1.0194697487219897,73.53,4.4,0.9920634920634921,0.9920634920634921,252,0.9722222222222222,0.43673469387755104,0.5306122448979592,0.5346938775510204,0.02857142857142857,0.5102040816326531,0.4326530612244898,0.0032522968289780962,-0.03960279311237519,0.4388716810694548,252,0.9841269841269841,0.6935483870967742,0.46774193548387094,0.5587044534412956,0.36693548387096775,8.039200000000001,-4.15085,20/60/120日趋势同向；短期热度偏高,龙头领先过大,财务景气中性,盘面先动，确认不足,龙头独舞风险；短期热度高
801731.SI,电机Ⅱ,2026-05-21,高位拥挤,持有但不追,72.32651775046936,76.6774193548387,96.25253456221199,57.0,58.7989417989418,83.48559907834102,3.1048387096774204,0.07157332082183565,-0.01423101378294167,0.02776721984580477,0.05654489194263013,-0.027851476830156208,-0.0741079766091044,0.5322580645161291,0.005289657285553272,1.2011299276528185,63.46,4.12,0.8042328042328042,0.8743386243386243,28,1.0,0.6071428571428571,0.75,0.6428571428571429,0.03571428571428571,0.7142857142857143,0.39285714285714285,0.04538635538856539,-0.04029015452334772,0.34692258527342557,28,1.0,0.6071428571428571,0.5,0.6296296296296297,0.6428571428571429,2.7767999999999997,-0.08389999999999986,60日相对排名改善快；成交关注度升温；20/60/120日趋势同向,中期转强成分多；龙头领先过大,利润同比改善扩散,宽度开始跟；盘面排名抬升,龙头独舞风险；短期热度高
801102.SI,通信设备,2026-05-21,高位拥挤,持有但不追,64.71635711958294,98.08064516129033,52.606744868035186,47.227272727272734,55.95454545454545,92.09011776753712,2.822580645161292,0.07469208505093294,0.4437666221538945,0.8457718758686237,0.05966365617172742,0.43014615910667997,0.7438966794137145,0.0,0.05786990041727849,1.070450495771556,74.46,10.42,0.9735449735449735,0.9867724867724867,99,0.8888888888888888,0.29545454545454547,0.6363636363636364,0.6136363636363636,0.0,0.42045454545454547,0.5340909090909091,-0.015089329315861266,0.024302168845647065,0.6758148906205619,99,0.8888888888888888,0.7386363636363636,0.6022727272727273,0.5568181818181818,0.2840909090909091,15.81725,11.336300000000001,20/60/120日趋势同向；短期热度偏高,龙头领先过大,利润正增长覆盖高；现金流质量待验,宽度开始跟；利润覆盖改善,龙头独舞风险；短期热度高
801084.SI,光学光电子,2026-05-21,高位拥挤,持有但不追,68.7986465972374,92.25,65.11340327483086,59.553191489361694,50.90526315789474,83.3534519542584,2.540322580645163,0.07596484236150758,0.12334829009367643,0.26644522063251586,0.060936413482302054,0.10972782704646189,0.1645700241776067,0.12903225806451613,0.03146402810537508,1.0810790173092373,63.69,2.65,0.7222222222222222,0.9986772486772487,99,0.9494949494949495,0.648936170212766,0.6914893617021277,0.6595744680851063,0.07446808510638298,0.6808510638297872,0.574468085106383,0.05690187779779188,0.06101694915254252,0.3970846939853833,99,0.9595959595959596,0.6210526315789474,0.4105263157894737,0.47368421052631576,0.5684210526315789,7.5152,-18.0608,20/60/120日趋势同向；短期热度偏高,中期转强成分多；龙头领先过大,财务景气中性,宽度开始跟,龙头独舞风险；短期热度高
801116.SI,家电零部件Ⅱ,2026-05-21,高位拥挤,持有但不追,70.38514080901177,89.44354838709677,92.57917050691243,43.77142857142856,46.171428571428564,90.03001792114695,2.2580645161290342,0.07750030097565741,0.03808787006623193,0.23925977526036912,0.062471872096451886,0.024467407019017395,0.13738457880545996,0.5403225806451613,0.008328604178636964,1.2034129979505461,50.05,4.64,0.9920634920634921,0.9801587301587301,35,1.0,0.5142857142857142,0.5142857142857142,0.45714285714285713,0.08571428571428572,0.45714285714285713,0.42857142857142855,-0.018787878787878687,-0.04182804027885367,0.37010345079445944,35,1.0,0.45714285714285713,0.3142857142857143,0.4857142857142857,0.6571428571428571,-2.5951,-29.1074,60日相对排名改善快；成交关注度升温；20/60/120日趋势同向,龙头领先过大,利润覆盖偏弱,盘面排名抬升,龙头独舞风险；短期热度高
801082.SI,其他电子Ⅱ,2026-05-21,高位拥挤,持有但不追,71.54203470277,91.71774193548387,77.38888587693141,58.76470588235295,58.41176470588235,91.3957159924902,1.9758064516129015,0.08257787902338465,0.1237689253004306,0.21975134535687624,0.06754945014417912,0.11014846225321606,0.11787614890196707,0.2661290322580645,0.01048290102887505,1.2167720383361738,67.09,6.41,0.75,0.9616402116402116,35,0.9714285714285714,0.5882352941176471,0.6764705882352942,0.6470588235294118,0.029411764705882353,0.7058823529411765,0.6176470588235294,0.07496532586836924,0.12182296231375989,0.4160205549663578,35,0.9714285714285714,0.8235294117647058,0.5588235294117647,0.4117647058823529,0.5588235294117647,17.802999999999997,10.5097,60日相对排名改善快；成交关注度升温；20/60/120日趋势同向,中期转强成分多；龙头领先过大,财务景气中性,宽度开始跟；利润覆盖改善；盘面排名抬升,龙头独舞风险；短期热度高
